external_id,source_zip,source_domain,call_direction,text_hash,pseudo_call_code,pseudo_label_confidence,should_use_for_training,rationale
a62d99e57e794544a44e2ef2ca15b64c (1)_transcript,home_service_inbound.zip,home_service_telecom,inbound,c5af4ad35d0cb795a50010c3c37a74fc9de46325e46a2c5f4c5ebcaf915aa456,"OPENING, NEEDS_ANALYSIS, SUCCESSFUL_SALE, PASSIVE_AGREEMENT",0.85,True,"Agent opens the call, asks about the type of glass needed, and successfully schedules a measurement appointment with the customer's agreement."
539a56359eaa47b0a36207eb11d8c7ec_transcript,home_service_inbound.zip,home_service_telecom,inbound,b45b393e1f1226046d6ddc4b6512ad4166281d2aefb9ce14c906bbcde211fb9b,"OPENING, NEEDS_ANALYSIS, PRODUCT_PITCH, WARM_LEAD",0.9,True,"Agent opens the call, analyzes the commercial window needs, pitches a free estimate service, and handles a customer actively seeking a quote."
c9f8e0d3fd42403e9f51f1daf46c271f_transcript,home_ervice_inbound&telecom _outbound.zip,home_service_telecom,outbound,c93bceccf2b6ed11e5fdcae65425bce7d97fee0d17f0bdb8e1c412f338e8e949,"OPENING, NEEDS_ANALYSIS, FEE_DISCUSSION, SOFT_REJECTION, STALLING_FOR_TIME",0.8,True,"Agent opens the call, analyzes the window issue, discusses the 50% deposit, and the customer declines immediate scheduling to consult a spouse."
fe065dc3620348b995ccc454040888e8_transcript,medicare_inbound.zip,medicare,inbound,3bc6256dcbeea13716fea786cb565de4134a9a5fa61ba02a7cf3e5fe9e266743,"OPENING, PRODUCT_PITCH, FEE_DISCUSSION",0.9,True,Contains call greeting and automated messages pitching zero-interest financing and discussing payment methods/costs.
42e60574cf24430b8016f5d801f82952_transcript,automotive_inbound.zip,automotive,inbound,8c534d5c605882b350236108146af9b367f8df02651a78ab4a9654fce7e3e1b2,"OPENING, NEEDS_ANALYSIS, ACTIVE_LISTENING",0.8,True,Includes greeting; agent performs needs analysis to identify the correct contact person for the customer's appointment.
841f28f4ae1c457da3689ce42e30cd57_transcript,home_ervice_inbound&telecom _outbound.zip,home_service_telecom,outbound,1e1d61cd1f524d98db32fea8de3ddd77c4029eebc9d65d9cf37f026771fc08e6,"OPENING, NEEDS_ANALYSIS, ACTIVE_LISTENING",0.8,True,Includes greeting; agent asks for company name and suite details to analyze the service request.
29cb4544499b4861bca70ec5481b3c7736724941_transcript,medicare_inbound.zip,medicare,inbound,8d81e7dd95dfd9f6dfd0e6492f6d826ac583123861452e8635c614bcf98a7d0f,"OPENING, NEEDS_ANALYSIS, SUCCESSFUL_SALE, ACTIVE_LISTENING",0.9,True,Greeting present; agent analyzes patient history and successfully schedules appointments for the customer.
065ea4549ec14aeda2c460f59d9d67d0_transcript,medicare_inbound.zip,medicare,inbound,92a3368124475e9134fbf0080db887b1422f4499c91534470f6cf26a1e19f0a7,"OPENING, NEEDS_ANALYSIS, ACTIVE_LISTENING",0.8,True,Greeting present; agent analyzes the customer's reason for calling back and verifies account details.
5133891120_transcript,insurance_outbound.zip,insurance,outbound,ddc683d4bad49d8d8a8389d1891762b8f2bfdb2e39876ce5f89b10bacc3fddea,"OPENING, PRODUCT_PITCH, FEE_DISCUSSION, CURIOUS_EXPLORATION",0.9,True,"Contains greeting, a pitch for Medicare upgrades, mention of zero cost, and the customer asking clarifying questions about the benefits."
2020-10-07-19-10-26_78d7a39f-8683-4b6a-9a8e-226e33e07e63_v2_doFRN9emyjg41CoBuawjDGydHowl3qT05c2e4bzLEW0ZpnvTeVTbg_transcript,auto_insurance_customer_service_inbound.zip,insurance,inbound,ada1e67f491c081f7f6556163996f731959ab6f0294e59358ed7e63440a5c314,"OPENING, NEEDS_ANALYSIS, PASSIVE_AGREEMENT",0.95,True,Includes a greeting and an extensive series of qualifying questions regarding insurance history and personal details to determine eligibility.
676c989edaef4551a430e7ec91494cc7_transcript,medicare_inbound.zip,medicare,inbound,002a1b06170518303c4484d30b8cec2a77abead516b826dfc1520f13429f4e0a,"OPENING, NEEDS_ANALYSIS, FEE_DISCUSSION",0.85,True,Greeting present; agent verifies identity (needs analysis) and customer discusses payment plans for dental work.
8035932550_P1_transcript,insurance_outbound.zip,insurance,outbound,09261814b769ddb1d69b9ade54a42a7606cc5f72a26bd919690690cd461d2938,"OPENING, PRODUCT_PITCH, FEE_DISCUSSION, NEEDS_ANALYSIS",0.9,True,"Greeting, pitch for Medicare benefits at no cost, and detailed verification of the customer's current insurance and personal info."
af21988f9af2470b985e900773b3007a_transcript,medicare_inbound.zip,medicare,inbound,b5741ae225fecc4af9e95aaa0264ef8229acb0e7bbf5f04fca21fe4b538bca5b,"OPENING, NEEDS_ANALYSIS, PASSIVE_AGREEMENT",0.8,True,"Greeting present; agent collects name and date of birth to facilitate a callback, with the customer agreeing to the process."
3175877009_transcript,insurance_outbound.zip,insurance,outbound,be8a4963084555c5dbb3031f28a81cb546366e4d8739debdead39ce8a384ec5e,"OPENING, PRODUCT_PITCH, NEEDS_ANALYSIS, FEE_DISCUSSION, ENTHUSIASTIC_AGREEMENT",0.9,True,"Agent greets, pitches Medicare benefits including cash back and no copays, verifies Medicare status, and customer responds positively."
9544542363_transcript,insurance_outbound.zip,insurance,outbound,00656e14804ec6d13187ef8d441541a4f31f342515e87b0e7147cca52f10d4d4,"OPENING, NEEDS_ANALYSIS, PASSIVE_AGREEMENT",0.85,True,Agent greets and performs a detailed needs analysis/verification of identity and Medicare eligibility; customer agrees to the questions.
04b80dfc6743410c89f582fe7bdbc0e9_transcript,automotive_and_healthcare_insurance_inbound.zip,insurance,inbound,9415f0719fd7188153bb9cd1442604e6e949246ef7dc92c4cc3a6e562d019446,"OPENING, NEEDS_ANALYSIS, FEE_DISCUSSION, CURIOUS_EXPLORATION",0.9,True,Agent greets and analyzes customer's car preferences and budget; customer discusses specific cash down payment and price range.
c2f94e9752c647c4a92200bfe70fc8f0_transcript,automotive_inbound.zip,automotive,inbound,3363a2e58706ac99b8bbd2e0c422b35d67bb61271b22ca947615a25da264f9cc,"OPENING, NEEDS_ANALYSIS, COMPETITOR_COMPARISON, CURIOUS_EXPLORATION",0.85,True,Agent greets and discusses vehicle availability; customer compares the CRV hybrid to a RAV4 and explores driving characteristics.
4fd275ba34b548dd9e94afcecc6365d8_transcript,automotive_and_healthcare_insurance_inbound.zip,insurance,inbound,b0b06faceb8902e6aca672ff4155a1ade8a724a966980efcd14eeb7ad441af9b,"OPENING, FEE_DISCUSSION, NEEDS_ANALYSIS, CURIOUS_EXPLORATION",0.8,True,Agent greets; customer asks about down payments and application process; agent analyzes financial factors like credit and income.
2020-09-18-16-04-55_7ab60325-fe47-42b1-ab2c-dceaee1bcadb_v2EPgcgV4-gJikMkRg53c6PUH2Y0oiQe-ESLnaJRKShyCKYxyOFRAMhg_transcript,auto_insurance_customer_service_inbound.zip,insurance,inbound,44cd66fb398e54dd257f057a4a3f4b1f5e51aba3283bd4749593270aed9f1238,"OPENING, NEEDS_ANALYSIS, FEE_DISCUSSION, PRODUCT_PITCH",0.9,True,"Agent greets the customer, collects insurance and home ownership details, discusses current payments, and begins pitching a bundled policy."
7dd39391a6f940bdae757ea535db9075_transcript,home_service_inbound.zip,home_service_telecom,inbound,e43bf9cc4ff552362e5a7b528932b5564c4bd4781802ab643883aef73315aeb6,"OPENING, NEEDS_ANALYSIS, FEE_DISCUSSION",0.9,True,"Agent greets the customer, analyzes the issue with the gas stove, and discusses service call charges."
14a77c36e5524f50ae890c2b0ef63340_transcript,medicare_inbound.zip,medicare,inbound,9c3fa4099053ca07e64abbff813bf5edbfeec53781b57e74737c830a397a1f4d,"OPENING, NEEDS_ANALYSIS",0.8,True,Agent greets the caller and performs a needs analysis by verifying the order status and appointment requirements for glasses.
cbd41b34034b4009bc77f4f1110b5742_transcript,medicare_inbound.zip,medicare,inbound,30f43cc4a2b18c57440443b01cd21215c4cf3bfe99c32084b5f3ffb80e1216fe,"OPENING, NEEDS_ANALYSIS",0.8,True,Agent greets the caller and checks records to see if a lost pet was brought into the clinic.
3143555588_transcript,insurance_outbound.zip,insurance,outbound,22197f86e1633c0351b64f408bdb9b37c765005634b7cd8819b2e144a98811a7,"OPENING, PRODUCT_PITCH, FEE_DISCUSSION, DO_NOT_CALL_REQUEST, OBJECTION_HANDLING",0.95,True,"Agent pitches Medicare benefits and premiums, handles the customer's resistance, and the customer explicitly asks to stop receiving calls."
2802a721c4964e79923d013f43c204f1_transcript,home_ervice_inbound&telecom _outbound.zip,home_service_telecom,outbound,20cef025a85bdf0609672791e0a80c1dfc19608acc95ec87ecb5df9b2f022965,"OPENING, NEEDS_ANALYSIS",0.9,True,Contains a greeting and the agent gathers specific vehicle details and VIN for a service quote.
11f01f303f194bacaf58716bd86d8b4d_transcript,medicare_inbound.zip,medicare,inbound,dbca29cc1b3776884f04088bd564fa7bb4ea9f66a544fcc2b1e60b767d53d82f,"OPENING, NEEDS_ANALYSIS, PRODUCT_PITCH, FEE_DISCUSSION",0.95,True,"Includes greeting, checking availability/records, presenting different room options, and discussing specific prices."
2020-03-31-17-27-19_e0a4ed04-7374-11ea-a34a-0625ef3bb6b9_df7bb49e-7374-11ea-b58b-55f65262a4d1_transcript,auto_insurance_customer_service_inbound.zip,insurance,inbound,04bed677e2147e31f88deec161827c712e934537f857acddda99353363f9a0cd,"OPENING, NEEDS_ANALYSIS, FEE_DISCUSSION",0.9,True,"Greeting present, extensive data gathering for insurance eligibility, and inquiry about current insurance payments."
5dbf69a4b74e49ac8a945d8d28ed37c2_transcript,home_service_inbound.zip,home_service_telecom,inbound,b180b6b0756386663fa8688d4da6946baed7d55b25ac37addd5826cda11d1dc8,"OPENING, NEEDS_ANALYSIS",0.9,True,Greeting present and agent collects customer contact and location information to facilitate a service request.
2e9327709bab4f88b2de9a814487a729_transcript,medicare_inbound.zip,medicare,inbound,c05e1cb43b3f67b9df397eb63912a78c7a69ce27d3c5b39b106dc7d981baa880,"OPENING, NEEDS_ANALYSIS, PRODUCT_PITCH",0.85,True,"Greeting present, agent asks about the pet's condition, and reads a promotional script about clinic services."
3445022f9a554c0a9a6bb3f5cc229fb2_transcript,medicare_inbound.zip,medicare,inbound,932d425b25d2704dcdf133be930507bebe4470541067af3d0ca14297fe00c1eb,"OPENING, PRODUCT_PITCH, NEEDS_ANALYSIS",0.9,True,"Contains IVR greeting, a pitch for vision restoration services, and questions regarding the customer's current eyesight and use of glasses."
6263240794_transcript,insurance_outbound.zip,insurance,outbound,2b15663fc134c76731dded77a9c9a7194e768f97c128604afbb25712e9e54624,"OPENING, PRODUCT_PITCH, FEE_DISCUSSION, NEEDS_ANALYSIS",0.95,True,"Includes a greeting, a pitch for additional Medicare benefits, discussion of $0 premium, and verification of zip code and Medicare status."
e17f87d9ac7c4b7f96a8155af72380b2_transcript,home_ervice_inbound&telecom _outbound.zip,home_service_telecom,outbound,e44c161b91f2d5a6b9fdf69f0f9515e3b7b20af85ab9cd2a2632e5c013140708,"OPENING, NEEDS_ANALYSIS, ACTIVE_LISTENING",0.85,True,"Greeting is present, agent performs needs analysis by gathering contact and location details, and uses active listening to confirm information."
Clay_Blue_CPA_(2)_transcript,home_ervice_inbound&telecom _outbound.zip,home_service_telecom,outbound,0f42203995cfce9a4b7e5da463bf7efd934c606fe3f59686cb56315af24a25cd,"OPENING, NEEDS_ANALYSIS, PRODUCT_PITCH",0.9,True,"Contains a greeting, verification of current account services (needs analysis), and a pitch for a 2 gig fiber internet upgrade."
3b9bdfed1dbf4014acce5c54bc1d5b72_transcript,home_ervice_inbound&telecom _outbound.zip,home_service_telecom,outbound,56f6534b21895e37cf689fca6198b0bd78435130a8ce15fa3ea8b1a8680c8637,"OPENING, NEEDS_ANALYSIS, ACTIVE_LISTENING",0.85,True,"Includes a greeting, gathering of address and zip code for service (needs analysis), and active confirmation of customer details."
cec2ebe2813a48448105a2d4231cb974_transcript,home_service_inbound.zip,home_service_telecom,inbound,be1a963233328a83e67aa3abd0f67ae0c71248e2fc21d3f1c341f45b8489c1f9,"OPENING, NEEDS_ANALYSIS, WARM_LEAD",0.9,True,"Contains a greeting, extensive data collection regarding the customer's service needs and location, and the customer is cooperative."
2020-09-15-19-37-13_6e5ecf67-9cd4-4f67-a2ae-74591befd21c_v2IBGLDmA_Il5dyV0Sy6F4Xn7ZM3kDc-G5y2MIMiKVc1AZ3PIGAoUMMQ_transcript,auto_insurance_customer_service_inbound.zip,insurance,inbound,e5cdd8c93931f1d4c46ff8ed2773746a7bd8f419ce5b0537200eea0556c71add,"OPENING, PRODUCT_PITCH, NEEDS_ANALYSIS, FEE_DISCUSSION",0.95,True,"Includes greeting, a pitch to compare rates, verification of personal details, and a specific discussion about current payment amounts."
3043285372_transcript,insurance_outbound.zip,insurance,outbound,502619c1bd4e48b44cd45a2615c3990eb3da048db7b0bbcc5bde5281d6c25c86,"OPENING, PRODUCT_PITCH, NEEDS_ANALYSIS, WARM_LEAD",0.9,True,"Greeting present, agent pitches Medicare upgrades and money back, asks about insurance status, and customer responds positively."
2021-08-30-14-06-32_5b18098e-82ff-4ca4-9bbb-936a8eda86b9_RGB1A3637D6884E5E3EE2BCF1CB52ACE8531D6E2FF7F6PZ901_transcript,automotive_and_healthcare_insurance_inbound.zip,insurance,inbound,cb10fb1c93cd5ad44d02dafcfb608c32ed574e42dc32dc5f7205728756125341,"OPENING, PRODUCT_PITCH, NEEDS_ANALYSIS",0.95,True,"Greeting present, agent pitches Medicare benefit optimization, and asks detailed questions about current insurance and medical conditions."
332305100034699long_transcript,medicare_inbound.zip,medicare,inbound,13545b9704f6b5bb0b19461438392945e1f393d61ab3f50a763a2a3a9bde37c8,"OPENING, NEEDS_ANALYSIS, PASSIVE_AGREEMENT",0.8,True,"Greeting present, agent analyzes the customer's scheduling needs, and the customer agrees to the proposed appointment times."
9105927013_transcript,insurance_outbound.zip,insurance,outbound,68d4d495113bd7145a1f9dbee1655890097f5f0a1bdb260a8e9d162bf2cafce2,"OPENING, PRODUCT_PITCH, NEEDS_ANALYSIS, CURIOUS_EXPLORATION",0.9,True,"Contains greeting, pitch for Medicare benefits, qualifying questions about Part A/B, and customer inquiring about a Medicaid card."
3ce8324005aa463a97b2367e0963c1ae36745323_transcript,medicare_inbound.zip,medicare,inbound,1ae410b66c5ab27b3cb5b83a056cc8bfd0d11b9bf0aea81bf6c9b439f5cbacd9,"OPENING, PASSIVE_AGREEMENT",0.7,False,Contains opening greeting and customer agreeing to appointment details and location.
recording-public_1174_transcript,customer_service_general_inbound.zip,customer_service,inbound,e9f394922a0ae63ff017425308253648fbeb9c09801de0ef0d3e870f045d0652,"OPENING, NEEDS_ANALYSIS, FEE_DISCUSSION",0.95,True,"Contains greeting, agent asking about existing policies, and a discussion regarding the customer's fixed income and affordability."
5128769053_transcript,insurance_outbound.zip,insurance,outbound,c605b1338257f8c11d60edfd44a4010fd1053ed60f99160823d6fd733baeb37a,"OPENING, PRODUCT_PITCH, NEEDS_ANALYSIS, OBJECTION_HANDLING",0.9,True,"Contains greeting, Medicare benefit pitch, eligibility questions, and agent attempting to handle the customer's deflection regarding their daughter-in-law."
2020-10-06-22-20-17_ce2feb07-61b7-4fc5-beab-df5b30f453de_v29esogvelbaLm_g45th1PYuLu77eNsRXUPnsI3688j8dW2V1D36-v0w_transcript,auto_insurance_customer_service_inbound.zip,insurance,inbound,51b78e46cd328b09a5d7fc3dfe0656b114af444d45c57a99a65be403c73485ee,"OPENING, FEE_DISCUSSION, OBJECTION_HANDLING, NEEDS_ANALYSIS, SARCASTIC_MOCKERY",0.85,True,"Contains greeting, rate discussion, customer mocking the agent's role, agent handling the frustration, and requests for confirmation data."
2021-08-25-22-02-01_af30e11e-d7ef-4431-9667-647ac0b3af3d_v2MzNRo5F470WoPpf8GMT15Uiei-ROJHCxGGvT4TSiItHLO-sXND4JPw_-_Copy_transcript,automotive_and_healthcare_insurance_inbound.zip,insurance,inbound,25723f2bd18752532f41fed1d1b7a298a6630a92649fdcc90810c5a55c673545,"OPENING, NEEDS_ANALYSIS, PRODUCT_PITCH",0.9,True,"Contains greeting, agent asks for zip code and insurance status (needs analysis), and mentions Medicare benefits (pitch)."
5855df0e726c40a8b25c9e87c761fe8a_transcript,medicare_inbound.zip,medicare,inbound,251a48bd565e601c4797eea7b7dd6911dbe27c4617fdc8d8c3c25a27e571654e,"OPENING, NEEDS_ANALYSIS, PRODUCT_PITCH",0.9,True,"Greeting present, agent probes for medical history and previous treatment failures, then suggests available medical options."
3ad6e824b13c42389f046dd99eb7ce19_(1)_transcript,home_service_inbound.zip,home_service_telecom,inbound,b7240e50e3ba2382fd90f16ff2301900d11416a9411a5b59a48d4695b2eaddfd,"OPENING, CURIOUS_EXPLORATION",0.7,False,Greeting present; the caller is inquiring about the ownership of a van and discussing parking logistics.
edc9db9fcb73433db5e2610de3c35517_transcript,automotive_inbound.zip,automotive,inbound,d417fecf3de4fa8748ec5dc082d1d3e7bf9e1e8e7637068799994b783de51f40,"OPENING, FOLLOW_UP_EMAIL_REQUESTED, CURIOUS_EXPLORATION",0.9,True,"Greeting present, customer explicitly requests an email address for communication and asks about the effectiveness of emailing."
db67eabdac7c4c37a01f3b6ace795068_transcript,home_ervice_inbound&telecom _outbound.zip,home_service_telecom,outbound,68cdf1475c82b6a2b9d8ec8601f0cb5229fae50c9c16ce5f763777b733cb690f,"OPENING, NEEDS_ANALYSIS, PRODUCT_PITCH",0.9,True,"Greeting present, agent collects customer details and confirms the company can provide the specific battery installation service requested."
8ef631d7d2bd40aaa61d5781172ad62c_transcript,medicare_inbound.zip,medicare,inbound,084a93d79b7b40a03846b1c41214b374a459e4d3cd8e8d03cc253200b88acd1e,"OPENING, NEEDS_ANALYSIS",0.9,True,Contains the initial greeting and the agent gathering customer identification and the reason for the call.
6c0996fc7ee54620899296628df47980_transcript,home_service_inbound.zip,home_service_telecom,inbound,b3d4e58b69fd3488f9dca85bdeabd3f3fc0ae85c49f91ead40e74de5bf67f0b7,"OPENING, NEEDS_ANALYSIS, SOFT_REJECTION",0.85,True,"Includes greeting, analysis of the appliance issue, and a statement that the service cannot be provided."
9deb9dab0e564f7ab325a7a4ab821d98_transcript,automotive_inbound.zip,automotive,inbound,7401a4a7f69870aa2d5c8c3b933cc4107fa3751d153005c7cb78e5c4e62b05cf,"OPENING, CURIOUS_EXPLORATION",0.9,True,Contains the greeting and the customer inquiring about the availability of a specific vehicle.
6e3d652afe4f43e6a2236f45da51cfc7_transcript,medicare_inbound.zip,medicare,inbound,2c833bebfd597dc2efdc342cefff543a178a3f5af9f981e70debf39ac220d66a,"OPENING, NEEDS_ANALYSIS, CURIOUS_EXPLORATION",0.95,True,Greeting followed by the agent asking about the patient's condition and the customer inquiring about appointment dates.
2021-08-26-16-13-23_741fd219-f5c7-48cd-80ef-0596e7621b30_v2InTURwTlSHejCZxJcbdb7O8MKZDDVKvvFzxKlWUAkaNWQr6Ppx9JKw_-_Copy_transcript,automotive_and_healthcare_insurance_inbound.zip,insurance,inbound,7e6ff6f8cd2689aff3bcbddaaca0c07c83a25455cc94c2a6ee6176af30d2b124,"OPENING, PRODUCT_PITCH, NEEDS_ANALYSIS, OVERWHELMED_CONFUSION",0.9,True,"Greeting, mention of Medicare benefits, eligibility verification, and customer expressing difficulty understanding the agent."
9dd69dcb37a248e3ac151cd2a825c9c2_transcript,automotive_inbound.zip,automotive,inbound,242b9d9ab85316bdc7f251a09bbd2cb5f7b9e7e7ba058f99a61ad7cd42771ea5,"OPENING, NEEDS_ANALYSIS, MISUNDERSTANDING",0.9,True,"Contains a greeting, significant audio-related misunderstandings, and the agent asking about the vehicle type to determine service needs."
ab44330b723e4311a30988a4d122f56a_transcript,automotive_inbound.zip,automotive,inbound,dcb07b3440dffa0d7d2fac203bb02dff187aae50c8793b6277a3d8a3d7157e1a,"OPENING, NEEDS_ANALYSIS, FEE_DISCUSSION, WARM_LEAD",0.95,True,"Greeting present, agent identifies specific vehicle needs, discusses the price, and the customer is highly interested in scheduling a visit."
0c6a811f818842d7b1c81783f867cdef_transcript,medicare_inbound.zip,medicare,inbound,32e4c4d4c70e00881ac8d783dfcb117e0fc5edc53ff26170de2ae2f8d744a789,"OPENING, NEEDS_ANALYSIS, SUCCESSFUL_SALE",0.85,True,"Greeting present, agent analyzes location and medical needs, and successfully schedules an appointment (commitment)."
DMEMED_rmbpo11_20211110-085852_5406227500_4711422-all_transcript,medical_equipment_outbound.zip,medical_equipment,outbound,98abaa5f9f988cc640741b25512160674a2c97e7dd0166922dde9044ee094206,"OPENING, PRODUCT_PITCH, NEEDS_ANALYSIS, OBJECTION_HANDLING, FEE_DISCUSSION",0.95,True,"Outbound greeting, pitch for benefits, health screening, discussion of 'no cost', and agent addressing the customer's financial concerns."
59559ff1d7024d8b9a989ccfb95dd038_transcript,medicare_inbound.zip,medicare,inbound,c3b389b5f0ee70c19b6a80575967688c4b255ca7b127d5a5eadaa4b12bf70f3a,"OPENING, NEEDS_ANALYSIS, SUCCESSFUL_SALE",0.8,True,"Greeting present, agent confirms logistics and asks about additional services, and finalizes a reservation."
290a80063d084fdf9be8efad084d4ffa_transcript,home_service_inbound.zip,home_service_telecom,inbound,5790e43bebb4610a83e7c86c700f55eaa504a6b449bcd66c48cc92595654aba2,"OPENING, NEEDS_ANALYSIS, CURIOUS_EXPLORATION",0.9,True,"Contains a greeting, customer inquiring about a specific repair, and agent collecting customer details and service history."
6b5f05b949ad4468bcc5542fcaa7f3a6_transcript,automotive_and_healthcare_insurance_inbound.zip,insurance,inbound,efad583ac50ba45d39215ec9c72f456dd11488771e1f36f8317822fc095269f0,"OPENING, PRODUCT_PITCH, CURIOUS_EXPLORATION, WARM_LEAD",0.9,True,"Greeting present, agent describes specific vehicle features, and customer expresses strong intent to purchase/visit."
3212535822_transcript,insurance_outbound.zip,insurance,outbound,3e06227ca4934d929e57ab8b041b7dba52d6614b7b4c428bcb4d008ae58881c0,"OPENING, PRODUCT_PITCH, SUSPICIOUS_PROBING, OBJECTION_HANDLING",0.9,True,"Greeting present, agent pitches Medicare benefits, customer questions agent's knowledge of their identity, and agent attempts to reassure them."
2021-08-30-15-12-41_7461a411-e070-4f0d-b9e8-130820853f7c_RGB42E11291496796B99278C82ECC5D0B2462947C1BUAAPU01_transcript,automotive_and_healthcare_insurance_inbound.zip,insurance,inbound,3cb4cb87cf9a7c77efaccf2fa2e9ed70589ac0cd7bc4e62c2fb98e126ba2772f,"OPENING, PRODUCT_PITCH, NEEDS_ANALYSIS",0.9,True,"Greeting present, agent explains the service provided and asks detailed eligibility questions regarding Medicare status."
DMEMED_rmbpo05_20211115-135509_9709647610_4797228-all_transcript,medical_equipment_outbound.zip,medical_equipment,outbound,9176d79f9b2feda77c52d6d956b838c1df9c9cbe3297171e980e482d3dd2ff36,"OPENING, NEEDS_ANALYSIS, DEFENSIVE_POSTURE",0.8,True,"Greeting present, agent verifies medical and personal details, and customer shows hesitation/resistance when asked for a physical address."
ec14726c1c2f45a5a457ad3e576f61e436656574 (1)_transcript,medicare_inbound.zip,medicare,inbound,211766e3e360cb295f143ed7437c7a6135f756e2fe9b5126ada73702e77138e9,"OPENING, NEEDS_ANALYSIS",0.8,True,Contains a greeting and the agent asks if the caller is a client to identify the account.
9103713737_transcript,insurance_outbound.zip,insurance,outbound,19c337e7187b373fca7ef6c48dabcff1fccc77404307f3d875fe153c77c5ecfa,"OPENING, PRODUCT_PITCH, NEEDS_ANALYSIS, FEE_DISCUSSION, PASSIVE_AGREEMENT",0.95,True,"Agent greets, verifies Medicare status, pitches additional benefits, discusses no-cost premiums, and customer agrees."
DMEMED_rmbpo11_20211109-160832_4796432496_4608253-all_transcript,medical_equipment_outbound.zip,medical_equipment,outbound,efe9b308bffa51ac512e11301ee7e9f83ddf75673bf7ca1ae95634a8f1cda224,"OPENING, PRODUCT_PITCH, NEEDS_ANALYSIS, FEE_DISCUSSION, PASSIVE_AGREEMENT",0.95,True,"Greeting present, agent asks about medical conditions, pitches a free test, and customer agrees."
recording-public_1030_transcript,customer_service_general_inbound.zip,customer_service,inbound,32ab5a790c7cc7eae369fc980b126376c91dc2aa1d1cae9035c8fb0a458ad953,"OPENING, PRODUCT_PITCH, NEEDS_ANALYSIS, FEE_DISCUSSION, PASSIVE_AGREEMENT",0.95,True,"Greeting, agent asks about current policies, pitches carrier options, and mentions premiums and costs."
b7c5604ba1604e65b8e9bdd746e8ea1b_transcript,medicare_inbound.zip,medicare,inbound,a882e32e2c0987ff23e6c495f8b74a817e4111b1565543d43c62183d9434b52e,"OPENING, PRODUCT_PITCH",0.6,False,Automated greeting and a description of the clinic's services and locations.
7df078d7c55f4abaa765b71b28894da4_transcript,automotive_inbound.zip,automotive,inbound,03c683407d355cc3b4e6770131c243d2ff35e6d0d3f6e8665c2787b652ea4e9e,"OPENING, NEEDS_ANALYSIS, CURIOUS_EXPLORATION, ACTIVE_LISTENING",0.9,True,Agent greets the customer and performs a needs analysis by checking vehicle availability and warranty details based on the customer's specific inquiry.
2020-09-16-17-17-00_ae80fd02-b095-46ec-bc61-8c21a41cd93f_v2Zz0OrRKnie_cmahXVIR_90tlcE0_Grtcs-9xJFYZKMrTJH6B4_oz3w_transcript,auto_insurance_customer_service_inbound.zip,insurance,inbound,a73e5e646fe7e0b039a7f89a79fcbb175df60e7fd711d36bff70495826e2e452,"OPENING, NEEDS_ANALYSIS, SUDDEN_HANG_UP",0.95,True,The call starts with a greeting and basic information verification but ends abruptly when the user is kicked from the conference.
bbe05e3aa5104edd953f1dc0d718f2d7_(2)_transcript,home_service_inbound.zip,home_service_telecom,inbound,b94e3435cc7b4b9ecf03ed505dac251b7f1ae10f48d1808a4151e36ca06fea54,"OPENING, NEEDS_ANALYSIS, CURIOUS_EXPLORATION",0.85,True,Agent greets the customer and asks detailed questions about the vehicle's specifications to determine the correct windshield part.
b062b8ba07454ddd8baf4067f16cc97a_transcript,home_service_inbound.zip,home_service_telecom,inbound,2a53f67c551c7a804fedd4be87497779262d1b057116699364aef70d15fab598,"OPENING, NEEDS_ANALYSIS, CURIOUS_EXPLORATION, WARM_LEAD",0.9,True,"Customer explores privacy film options and provides full contact details enthusiastically, marking them as a warm lead for a specialist."
79751a635bb3494994495843514cdd85_transcript,home_ervice_inbound&telecom _outbound.zip,home_service_telecom,outbound,aecd7c91e40b7750fea3139acd515505fc0741288b1ad70d129cf3d7dac9e70a,"OPENING, FEE_DISCUSSION, NEEDS_ANALYSIS, PASSIVE_AGREEMENT",0.8,True,"Agent greets the customer, verifies account details, and discusses the use of a coupon to honor a specific price."
f63e5b8d10434264920457133b2edd3736379551_transcript,medicare_inbound.zip,medicare,inbound,dbeadef9e4989c521b3bfc270271f365c9ae0b7613172461631d23bf17e67f5e,"OPENING, NEEDS_ANALYSIS, PRODUCT_PITCH, FEE_DISCUSSION",0.9,True,"Contains greeting, analysis of dog's needs, presentation of suite options, and specific pricing for boarding services."
7242467066_transcript,insurance_outbound.zip,insurance,outbound,2b6ebc1fc3e73775fdb2014fae6d302c031d544425389a2a3d660a798e23608c,"OPENING, PRODUCT_PITCH, NEEDS_ANALYSIS, PASSIVE_AGREEMENT",0.95,True,"Includes greeting, pitch for Medicare benefits, verification of eligibility/details, and customer's consistent agreement."
9400a67981b44e778ff5160eee59bcbb_transcript,medicare_inbound.zip,medicare,inbound,b5dc08adaa289a9c90efa22086b0c4673312228814d5f7557876a811620bed49,"OPENING, NEEDS_ANALYSIS, SUCCESSFUL_SALE, CURIOUS_EXPLORATION",0.85,True,"Greeting present, agent identifies vaccine needs, appointment is successfully scheduled, and customer asks about additional services."
